ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,RejectionReason
45750672.0,16621.0,1058,TOYOTA,Camry,2007,Sedan,Yes,Petrol,3.5,312500 km,6,Tiptronic,Front,,Left wheel,White,12.0,Invalid or Empty value in 'Doors'
45656441.0,5018.0,1399,LEXUS,RX 450,2021,Jeep,Yes,Hybrid,3.5,610700 km,6,Automatic,4x4,,Left wheel,Black,12.0,Invalid or Empty value in 'Doors'
45763945.0,52059.0,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334 km,,Automatic,4x4,4-May,Left wheel,Black,0.0,Invalid or Empty value in 'Cylinders'
45801109.0,2437.0,-,VAZ,2106,2019,Sedan,No,Petrol,0.6,534000 km,1,Manual,Rear,2-Mar,Left wheel,White,10.0,Duplicate ID
45815220.0,16621.0,1017,MERCEDES-BENZ,E 300,2006,Sedan,Yes,Petrol,2,471300 km,4,Automatic,Rear,4-May,Left wheel,Silver,12.0,Duplicate ID
45815376.0,20385.0,-,NISSAN,Murano,2002,Jeep,Yes,CNG,3.5,312600 km,6,Automatic,4x4,4-May,Left wheel,Silver,8.0,Duplicate ID
45732075.0,80958.0,1174,HYUNDAI,Santa FE,,Jeep,Yes,Diesel,2.2,29900 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0,Invalid or Empty value in 'Prod. year'
45813915.0,78.0,1172,MERCEDES-BENZ,E 350,2022,,Yes,Petrol,3.5,763300 km,6,Automatic,4x4,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Category'
44531804.0,,891,MERCEDES-BENZ,GLA 250,2016,Jeep,Yes,Petrol,2.0 Turbo,87091 km,4,Tiptronic,Front,4-May,Left wheel,Grey,10.0,Invalid or Empty value in 'Price'
45797046.0,9722.0,1236,HONDA,,2013,Hatchback,No,Hybrid,1.3,195969 km,4,Tiptronic,Front,4-May,Right-hand drive,Yellow,2.0,Invalid or Empty value in 'Model'
45720276.0,15681.0,1055,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5 Turbo,412400 km,6,Automatic,4x4,4-May,Left wheel,Black,0.0,Duplicate ID
45809751.0,9832.0,707,CHEVROLET,Cruze,2015,Sedan,Yes,Diesel,2,588500 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Duplicate ID
45487473.0,103491.0,-,PORSCHE,Cayenne,2013,Jeep,Yes,Diesel,3.0 Turbo,89161 km,6,Tiptronic,,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Drive wheels'
45786759.0,70562.0,-,BMW,X5 3.5,2014,Jeep,Yes,Petrol,3.0 Turbo,196000 km,6,Tiptronic,4x4,4-May,Left wheel,Black,12.0,Duplicate ID
,15681.0,1103,KIA,Cadenza,2015,Sedan,Yes,Petrol,3,53772 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid ID format (not an integer)
45652841.0,3450.0,831,,Sonata,2022,Sedan,Yes,Hybrid,2.4,623500 km,4,Automatic,Front,4-May,Left wheel,Grey,0.0,Invalid or Empty value in 'Manufacturer'
44517523.0,6899.0,-,AUDI,A4,2016,Sedan,Yes,Petrol,1.9,522200 km,4,Manual,Front,,Left wheel,Silver,6.0,Invalid or Empty value in 'Doors'
45810622.0,16455.0,552,,Spark,2006,Hatchback,Yes,Petrol,1,480300 km,,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Manufacturer'
45065028.0,18189.0,-,FORD,Fiesta,2004,Hatchback,No,,1.6,252300,4,Automatic,Front,4-May,Left wheel,Black,6.0,Invalid or Empty value in 'Fuel type'
45765209.0,627.0,475,CHEVROLET,Volt,2022,Jeep,Yes,Hybrid,1.4,689900 km,4,Automatic,Front,,Left wheel,Red,0.0,Invalid or Empty value in 'Doors'
45812595.0,10349.0,-,SUZUKI,,2014,Jeep,Yes,CNG,2.7,504000 km,6,Automatic,4x4,4-May,Left wheel,Beige,6.0,Invalid or Empty value in 'Model'
45786446.0,12544.0,-,VAZ,2121 (Niva),2008,Jeep,Yes,Petrol,1.7,606900 km,4,Manual,4x4,2-Mar,Left wheel,White,0.0,Illegal characters in 'Model'
45382432.0,109764.0,-,MERCEDES-BENZ,X 250 Ã©ÂÂ¿Ã¦ÂÂ¸Ã¥ÂÂ Ã©ÂÂ¿Ã§ÂÂªÃ¥ÂÂ©Ã©ÂÂ¿Ã§ÂÂ¨Ã¥ÂÂ¯Ã©ÂÂ¿Ã¦Â°Â Ã¥ÂÂ¤,2018,Pickup,Yes,Diesel,2.5 Turbo,43000 km,8,Automatic,4x4,4-May,Left wheel,Blue,0.0,Illegal characters in 'Model'
45732386.0,36065.0,639,HYUNDAI,Santa FE,1994,Jeep,Yes,Diesel,2,153600 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Duplicate ID
45801619.0,20005.0,531,HYUNDAI,Elantra,2008,Sedan,Yes,Petrol,,58530 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Engine volume'
43225846.0,,-,MERCEDES-BENZ,Sprinter,2011,Microbus,No,Diesel,2.5 Turbo,1000 km,4,Manual,Rear,4-May,Left wheel,White,2.0,Invalid or Empty value in 'Price'
45815359.0,47.0,1493,LEXUS,RX 350,2022,Jeep,Yes,Petrol,3.5,686300 km,6,Automatic,Front,4-May,Left wheel,Black,12.0,Duplicate ID
45764706.0,9565.0,397,LEXUS,CT 200h,2017,Hatchback,Yes,Hybrid,1.8,517700 km,4,Automatic,Front,4-May,Left wheel,White,,Invalid or Empty value in 'Airbags'
45806386.0,3136.0,308,TOYOTA,Prius,2018,Hatchback,Yes,Hybrid,1.8,539700 km,4,Automatic,Front,4-May,,Silver,12.0,Invalid or Empty value in 'Wheel'
45729830.0,19121.0,1099,SSANGYONG,REXTON,2005,,Yes,Diesel,2.7,361100 km,4,Automatic,Front,4-May,Left wheel,Black,4.0,Invalid or Empty value in 'Category'
45617732.0,470.0,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,,6,Automatic,Rear,4-May,Left wheel,Grey,12.0,Invalid or Empty value in 'Mileage'
45787737.0,3800.0,-,OPEL,Vectra,2017,Sedan,No,Petrol,,586500 km,4,Manual,Front,4-May,Left wheel,Red,2.0,Invalid or Empty value in 'Engine volume'
45815359.0,47.0,1493,LEXUS,RX 350,2022,Jeep,Yes,Petrol,3.5,686300 km,6,Automatic,Front,4-May,Left wheel,Black,12.0,Duplicate ID
45653128.0,706.0,574,HONDA,Insight,2019,Hatchback,Yes,Hybrid,1.3,647700 km,,Automatic,Front,4-May,Left wheel,Silver,0.0,Invalid or Empty value in 'Cylinders'
,11000.0,-,JAGUAR,X-type,2007,Sedan,Yes,Petrol,2.5,160000 km,6,Tiptronic,4x4,4-May,Right-hand drive,Carnelian red,5.0,Invalid ID format (not an integer)
44112939.0,24148.0,-,HYUNDAI,Sonata Ã©ÂÂ¿Ã¢ÂÂÃ¥ÂÂÃ©ÂÂ¿Ã¢ÂÂÃ¥ÂÂ¸Ã©ÂÂ¿Ã§ÂÂªÃ¥ÂÂÃ©ÂÂ¿Ã£ÂÂÃ¥ÂÂ©Ã©ÂÂ¿?2014,2000,Yes,LPG,2,52764 km,351500 km,Tiptronic,Front,4-May,Left wheel,Black,10,,Illegal characters in 'Model'
45767493.0,3058.0,915,AUDI,A7,2021,Hatchback,Yes,Petrol,3,618400 km,6,Automatic,4x4,4-May,Left wheel,Silver,,Invalid or Empty value in 'Airbags'
45765336.0,100.0,-,TOYOTA,,2021,Minivan,No,Petrol,2,659200 km,4,Automatic,Front,4-May,Right-hand drive,Silver,2.0,Invalid or Empty value in 'Model'
45809398.0,45473.0,770,HYUNDAI,Tucson,1990,Jeep,,Diesel,1.7 Turbo,0 km,4,Tiptronic,Front,4-May,Left wheel,Silver,12.0,Invalid or Empty value in 'Leather interior'
45732939.0,8311.0,642,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,538500 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Duplicate ID
45786759.0,70562.0,-,BMW,X5 3.5,2014,Jeep,Yes,Petrol,3.0 Turbo,196000 km,6,Tiptronic,4x4,4-May,Left wheel,Black,12.0,Duplicate ID
45653162.0,,502,HONDA,Civic,2013,Jeep,Yes,Hybrid,1.5,144872 km,4,Automatic,Front,4-May,Left wheel,White,0.0,Invalid or Empty value in 'Price'
45385047.0,14113.0,640,FORD,Focus,2008,Sedan,Yes,Petrol,2,419000 km,4,,Front,4-May,Left wheel,Black,8.0,Invalid or Empty value in 'Gear box type'
45815350.0,784.0,765,LEXUS,NX 200,2021,Jeep,Yes,Petrol,2,597400 km,4,Automatic,4x4,4-May,Left wheel,Grey,12.0,Duplicate ID
42473094.0,11290.0,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,,4,Automatic,Front,4-May,Left wheel,Red,8.0,Invalid or Empty value in 'Mileage'
45813394.0,282.0,639,BMW,328,2022,Sedan,Yes,Petrol,2,212927 km,4,Automatic,4x4,4-May,Left wheel,Black,,Invalid or Empty value in 'Airbags'
45803578.0,8781.0,639,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,,305000 km,4,Automatic,Front,4-May,Left wheel,Orange,,Invalid or Empty value in 'Engine volume'
45798664.0,10036.0,-,OPEL,,2015,Hatchback,Yes,Petrol,2.2,528000 km,4,Manual,Front,4-May,Left wheel,Beige,8.0,Invalid or Empty value in 'Model'
45802695.0,17813.0,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,,,Automatic,Front,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Mileage'
45701584.0,4704.0,-,OPEL,Astra suzuki mr wagon,2020,Hatchback,No,Petrol,0.7,574600 km,3,Automatic,,4-May,Right-hand drive,Black,2.0,Invalid or Empty value in 'Drive wheels'
40164242.0,30.0,-,TOYOTA,Prius,2022,Hatchback,No,Hybrid,1.5,726800 km,,Variator,Front,4-May,Left wheel,White,8.0,Invalid or Empty value in 'Cylinders'
45812670.0,4704.0,738,CHEVROLET,Cruze,2018,Sedan,Yes,Petrol,1.4,653400 km,4,Automatic,Front,4-May,Left wheel,White,12.0,Duplicate ID
45767018.0,1568.0,502,HONDA,FIT,2022,Hatchback,Yes,Petrol,1.5,628800 km,4,Automatic,Front,,Left wheel,Silver,12.0,Invalid or Empty value in 'Doors'
45477981.0,18817.0,1017,HYUNDAI,Elantra,2006,Sedan,No,Petrol,2,326500 km,4,Automatic,Front,4-May,Left wheel,Red,,Invalid or Empty value in 'Airbags'
45809958.0,6275.0,494,NISSAN,March,2014,Hatchback,Yes,Petrol,1.2,530116 km,4,,Front,4-May,Left wheel,Black,4.0,Invalid or Empty value in 'Gear box type'
45769809.0,157.0,1363,LEXUS,GX 460,2022,Jeep,Yes,Petrol,4.6,751200 km,8,Automatic,4x4,4-May,,Grey,0.0,Invalid or Empty value in 'Wheel'
45546920.0,7527.0,-,MITSUBISHI,,2013,Jeep,Yes,CNG,2.0 Turbo,537700 km,4,Tiptronic,4x4,4-May,Right-hand drive,Grey,6.0,Invalid or Empty value in 'Model'
45766985.0,7840.0,-,NISSAN,Teana,2013,,No,Petrol,2.4,653300 km,6,Automatic,Front,4-May,Right-hand drive,Silver,6.0,Invalid or Empty value in 'Category'
45815363.0,8781.0,-,TOYOTA,Ist,2014,Hatchback,No,Petrol,1.5,472900 km,,Automatic,4x4,4-May,Right-hand drive,Red,4.0,Duplicate ID
45764276.0,1500.0,-,VAZ,2121 (Niva),1995,Jeep,No,CNG,1.7,0 km,4,Manual,4x4,2-Mar,Left wheel,Red,0.0,Illegal characters in 'Model'
45754842.0,11760.0,1113,ACURA,MDX,2014,Jeep,Yes,,3.7,476500 km,6,Automatic,4x4,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Fuel type'
,13642.0,764,CHEVROLET,Orlando,2015,Jeep,Yes,Petrol,2,31892 km,4,Automatic,Front,4-May,Left wheel,Black,4.0,Invalid ID format (not an integer)
39223518.0,9408.0,-,Ã©ÂÂ¿Ã¢ÂÂÃ¥ÂÂºÃ©ÂÂ¿Ã¦ÂÂÃ¥ÂÂ,GONOW,2012,Jeep,Yes,Petrol,2.3,439000 km,4,Manual,Rear,4-May,Left wheel,Silver,2.0,Illegal characters in 'Manufacturer'
45781636.0,19130.0,2084,FORD,,2006,Goods wagon,No,Diesel,2.5,321800 km,4,Manual,Rear,4-May,Left wheel,White,8.0,Invalid or Empty value in 'Model'
45341640.0,6429.0,-,HONDA,Civic,2001,Hatchback,No,Petrol,1.4,,4,Manual,Front,2-Mar,Left wheel,Golden,2.0,Invalid or Empty value in 'Mileage'
45779317.0,23521.0,639,BMW,328,2001,Sedan,Yes,Petrol,2,264200 km,4,Automatic,Rear,4-May,,Black,0.0,Invalid or Empty value in 'Wheel'
45265205.0,14269.0,1266,HONDA,"FIT ""S""- PAKETI.",2009,Sedan,No,Hybrid,1.5,561167 km,4,Tiptronic,Front,4-May,Right-hand drive,Black,8.0,Illegal characters in 'Model'
45762429.0,5018.0,1292,BMW,X5,2016,Jeep,Yes,Petrol,3,0 km,6,Automatic,4x4,,,Grey,12.0,Invalid or Empty value in 'Doors'
45732940.0,,707,HYUNDAI,Sonata,2011,Sedan,Yes,LPG,2,82328 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Price'
45762344.0,25716.0,-,TOYOTA,Prius plugin,2000,Hatchback,,Plug-in Hybrid,1.8,264300 km,12,Automatic,Front,4-May,Left wheel,Silver,10.0,Invalid or Empty value in 'Leather interior'
45782116.0,10976.0,-,TOYOTA,Camry,2013,Sedan,No,Hybrid,2.4,562200 km,,Automatic,Front,4-May,Left wheel,Green,8.0,Invalid or Empty value in 'Cylinders'
45730629.0,27946.0,528,HYUNDAI,Elantra,1998,Sedan,Yes,Diesel,1.6,173200 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Duplicate ID
45803425.0,23433.0,891,HYUNDAI,Sonata,1997,Sedan,Yes,LPG,2,379000 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Duplicate ID
45813798.0,4861.0,1307,DODGE,Challenger,2019,Coupe,Yes,Petrol,3.6,555400 km,,Automatic,Rear,2-Mar,Left wheel,Grey,12.0,Invalid or Empty value in 'Cylinders'
45812555.0,26343.0,810,VOLKSWAGEN,Passat,1996,Sedan,Yes,Petrol,1.8 Turbo,193000 km,4,Tiptronic,Front,4-May,Left wheel,White,12.0,Duplicate ID
45765166.0,125.0,1172,MERCEDES-BENZ,E 350,2022,Sedan,Yes,Diesel,3.5,764300 km,6,,4x4,4-May,,Black,12.0,Invalid or Empty value in 'Gear box type'
45185318.0,14426.0,584,VOLKSWAGEN,Passat,2010,Sedan,Yes,Petrol,,466000 km,4,Tiptronic,Front,4-May,Left wheel,Black,10.0,Invalid or Empty value in 'Engine volume'
,20385.0,639,FORD,Fusion,2014,Sedan,Yes,Petrol,2,99000 km,4,Tiptronic,Front,4-May,Left wheel,Black,12.0,Invalid ID format (not an integer)
45420823.0,17876.0,697,VOLKSWAGEN,Jetta,2006,Sedan,Yes,Petrol,1.8 Turbo,368200 km,4,Tiptronic,,4-May,Left wheel,Grey,10.0,Invalid or Empty value in 'Drive wheels'
45804349.0,22947.0,836,HYUNDAI,Tucson,2005,Jeep,Yes,Diesel,2,222400 km,4,Automatic,,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Drive wheels'
45809894.0,60000.0,784,HONDA,Civic,2017,Sedan,Yes,Petrol,1.5,,4,Automatic,Front,4-May,Left wheel,Black,4.0,Invalid or Empty value in 'Mileage'
45667252.0,16308.0,-,HYUNDAI,Sonata,2010,Sedan,Yes,Hybrid,,353500 km,4,Tiptronic,Front,4-May,Left wheel,Black,10.0,Invalid or Empty value in 'Engine volume'
45807632.0,11917.0,-,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.6,606702 km,2,Automatic,4x4,4-May,Left wheel,Grey,,Invalid or Empty value in 'Airbags'
45769967.0,314.0,2410,MERCEDES-BENZ,E 350,2022,Sedan,Yes,Petrol,6.2,725400 km,8,Automatic,Rear,4-May,Left wheel,White,12.0,Duplicate ID
45816599.0,28225.0,-,BMW,X5,1998,Jeep,Yes,Diesel,3.0 Turbo,193500 km,6,Tiptronic,,4-May,Left wheel,Silver,6.0,Invalid or Empty value in 'Drive wheels'
45810298.0,21699.0,642,CHEVROLET,Malibu,2000,Sedan,Yes,Petrol,2,386700 km,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Duplicate ID
45805181.0,36401.0,1017,,Tucson,1993,Jeep,Yes,Diesel,2,121200 km,4,Automatic,Front,4-May,Left wheel,Grey,4.0,Invalid or Empty value in 'Manufacturer'
44700691.0,73698.0,891,BMW,X4,2016,Jeep,Yes,Petrol,2.0 Turbo,88000 km,4,Tiptronic,,4-May,Left wheel,Silver,12.0,Invalid or Empty value in 'Drive wheels'
45096153.0,15994.0,1024,TOYOTA,,2009,Sedan,No,Petrol,2.5,543600 km,4,Tiptronic,Front,4-May,Left wheel,Silver,12.0,Invalid or Empty value in 'Model'
45781985.0,50178.0,-,FORD,Mustang,2016,Coupe,No,Petrol,3.7,56000 km,6,Tiptronic,Rear,2-Mar,,Black,6.0,Invalid or Empty value in 'Wheel'
45804923.0,44875.0,930,HYUNDAI,,1988,Jeep,Yes,Diesel,1.7,0 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Model'
45316421.0,45473.0,,TOYOTA,Camry XLE,1986,Sedan,Yes,Hybrid,2.5,0 km,6,Variator,Front,4-May,Left wheel,Grey,12.0,Invalid or Empty value in 'Levy'
45796569.0,2200.0,-,OPEL,Vectra,2022,Sedan,No,CNG,2,156746 km,,Manual,Front,4-May,Left wheel,Carnelian red,4.0,Invalid or Empty value in 'Cylinders'
,22825.0,642,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2,114929 km,4,Automatic,Front,4-May,Left wheel,Black,4.0,Invalid ID format (not an integer)
45801411.0,12074.0,583,HYUNDAI,Accent,2010,Sedan,,Diesel,1.6,475700 km,4,Automatic,Front,4-May,Left wheel,Black,4.0,Invalid or Empty value in 'Leather interior'
45802602.0,39603.0,891,HYUNDAI,Santa FE,1991,Jeep,Yes,Diesel,2,0 km,4,Automatic,Front,,Left wheel,Silver,4.0,Invalid or Empty value in 'Doors'
45805587.0,4704.0,-,MITSUBISHI,Galant,2021,Sedan,Yes,CNG,,563600 km,4,Manual,Front,4-May,Left wheel,Green,4.0,Invalid or Empty value in 'Engine volume'
45730451.0,42544.0,730,SSANGYONG,Actyon,1992,Jeep,Yes,Petrol,,0 km,4,Automatic,Front,4-May,Left wheel,Blue,4.0,Invalid or Empty value in 'Engine volume'
44529736.0,18817.0,781,TOYOTA,Camry,2006,Sedan,,Petrol,2.5,406900 km,4,Automatic,Front,4-May,Left wheel,Blue,12.0,Invalid or Empty value in 'Leather interior'
45769909.0,7527.0,779,SUBARU,Forester,2018,Jeep,Yes,Petrol,2.5,604600 km,4,Automatic,4x4,4-May,Left wheel,Blue,,Invalid or Empty value in 'Airbags'
45815359.0,47.0,1493,LEXUS,RX 350,2022,Jeep,Yes,Petrol,3.5,686300 km,6,Automatic,Front,4-May,Left wheel,Black,12.0,Duplicate ID
45732570.0,58579.0,971,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.2,111648 km,4,Automatic,Front,4-May,Left wheel,,4.0,Invalid or Empty value in 'Color'
45646491.0,10192.0,456,LEXUS,,2014,Sedan,Yes,Hybrid,2.5,542100 km,4,Automatic,Front,4-May,Left wheel,White,12.0,Invalid or Empty value in 'Model'
45778062.0,7213.0,-,OPEL,Astra,2013,Sedan,No,Diesel,2.0 Turbo,574300 km,4,Manual,Front,4-May,Left wheel,White,,Invalid or Empty value in 'Airbags'
45772790.0,470.0,2000,VOLVO,S70,2022,Sedan,Yes,Petrol,2.4,239507 km,5,,Front,4-May,Left wheel,Silver,12.0,Invalid or Empty value in 'Gear box type'
45812725.0,2979.0,1203,DODGE,Ramcharger,2020,Sedan,Yes,Petrol,3.6,496400 km,6,Automatic,Rear,4-May,Left wheel,Black,12.0,Duplicate ID
45773698.0,,753,HYUNDAI,Tucson,2012,Jeep,Yes,Petrol,2.4,177080 km,4,Automatic,Front,4-May,Left wheel,Silver,0.0,Invalid or Empty value in 'Price'
45803606.0,20542.0,765,HYUNDAI,Sonata,2005,Sedan,Yes,LPG,2,137439 km,4,Automatic,Front,4-May,Left wheel,,4.0,Invalid or Empty value in 'Color'
45763150.0,94.0,448,HONDA,Insight,2012,Hatchback,Yes,Hybrid,1.3,,4,Automatic,Front,4-May,Left wheel,Silver,0.0,Invalid or Empty value in 'Mileage'
45453280.0,10036.0,986,LEXUS,,2015,Sedan,Yes,Hybrid,2.4,482200 km,4,Tiptronic,Front,4-May,Left wheel,Grey,12.0,Invalid or Empty value in 'Model'
45806424.0,4391.0,-,VOLKSWAGEN,Vento,1995,Sedan,No,Petrol,1.8,,4,Manual,Front,4-May,Left wheel,Green,2.0,Invalid or Empty value in 'Mileage'
45651422.0,11290.0,690,LEXUS,RX 450,2011,Jeep,Yes,Hybrid,3.5,573900 km,6,Automatic,Front,,Left wheel,Silver,12.0,Invalid or Empty value in 'Doors'
45438183.0,18000.0,-,FIAT,500 Abarth,2005,Coupe,No,Petrol,1.4 Turbo,457912 km,4,Manual,Front,,Left wheel,White,4.0,Invalid or Empty value in 'Doors'
45785121.0,9408.0,-,FORD,Escape,2013,Jeep,Yes,,3,530400 km,6,Automatic,Front,4-May,Left wheel,Black,2.0,Invalid or Empty value in 'Fuel type'
45806818.0,706.0,645,LEXUS,CT 200h,2020,Hatchback,Yes,Hybrid,1.8,580600 km,4,Automatic,Front,,Left wheel,Black,12.0,Invalid or Empty value in 'Doors'
45812657.0,4704.0,781,CHEVROLET,Cruze,2021,Sedan,Yes,Petrol,1.4,673100 km,,Automatic,Front,4-May,Left wheel,Grey,12.0,Invalid or Empty value in 'Cylinders'
44609440.0,,-,MERCEDES-BENZ,E 400,2017,Coupe,Yes,Petrol,3.0 Turbo,6200 km,6,Tiptronic,Rear,2-Mar,Left wheel,Blue,12.0,Invalid or Empty value in 'Price'
45809615.0,10964.0,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,,4,Automatic,Front,4-May,Left wheel,Blue,4.0,Invalid or Empty value in 'Mileage'
45788585.0,28225.0,-,,CT 200h,1996,Hatchback,Yes,Hybrid,1.8,114145 km,4,Automatic,Front,4-May,Left wheel,Silver,8.0,Invalid or Empty value in 'Manufacturer'
45792416.0,20385.0,1185,VOLKSWAGEN,"Crafter 2,5TDI",2006,Microbus,No,Diesel,2.5,326900 km,4,Manual,Rear,4-May,Left wheel,White,2.0,Illegal characters in 'Model'
45797070.0,21395.0,730,HYUNDAI,Elantra,2001,Sedan,Yes,,1.6,343800 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Fuel type'
45814776.0,1700.0,-,VAZ,2121 (Niva),2022,Jeep,No,Petrol,1.6,718800 km,4,Manual,4x4,,Left wheel,Blue,0.0,Illegal characters in 'Model'
45792915.0,9408.0,641,CHEVROLET,Cruze,2012,Sedan,Yes,Diesel,2,589200 km,4,Automatic,Front,,Left wheel,White,4.0,Invalid or Empty value in 'Doors'
45801957.0,16621.0,629,HYUNDAI,Elantra,2008,Sedan,Yes,Petrol,1.6,418700 km,4,Automatic,,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Drive wheels'
,113025.0,518,LEXUS,NX 300,2016,Jeep,Yes,Hybrid,2.5,32040 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Invalid ID format (not an integer)
45732094.0,49858.0,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,126465 km,4,Automatic,,4-May,Left wheel,Grey,4.0,Invalid or Empty value in 'Drive wheels'
45733122.0,13338.0,,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,615300 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Levy'
45415451.0,12700.0,1996,FORD,Transit,2012,Microbus,No,Diesel,2.4,518800 km,4,Manual,Rear,2-Mar,Left wheel,,4.0,Invalid or Empty value in 'Color'
45805946.0,21326.0,-,TOYOTA,Prius C,2006,Hatchback,Yes,Petrol,1.5,224800,4,Automatic,Front,4-May,,Silver,0.0,Invalid or Empty value in 'Wheel'
45767912.0,19444.0,-,MERCEDES-BENZ,Vito,2003,Microbus,Yes,Diesel,2.3 Turbo,,4,Manual,Front,4-May,Left wheel,Sky blue,1.0,Invalid or Empty value in 'Mileage'
35464629.0,7840.0,1111,HONDA,FIT,2019,Hatchback,No,Petrol,1.3,567100 km,4,Automatic,Front,4-May,Right-hand drive,Blue,6.0,Duplicate ID
45797821.0,12701.0,1024,HYUNDAI,H1,2012,Jeep,Yes,Diesel,2.5,572000 km,4,Automatic,Front,4-May,,Silver,4.0,Invalid or Empty value in 'Wheel'
45781742.0,30420.0,707,BMW,528,1999,Sedan,Yes,,2.0 Turbo,207248 km,6,Automatic,4x4,4-May,Left wheel,White,8.0,Invalid or Empty value in 'Fuel type'
45790432.0,50178.0,919,BMW,X5 35d,2012,Jeep,Yes,Diesel,3.0 Turbo,118400 km,,Tiptronic,4x4,4-May,Left wheel,Black,12.0,Invalid or Empty value in 'Cylinders'
,2901.0,503,HONDA,Civic,2012,Sedan,Yes,Hybrid,1.5,146403 km,4,Automatic,Front,4-May,Left wheel,White,0.0,Invalid ID format (not an integer)
45815378.0,34497.0,-,NISSAN,Quest,1995,Minivan,Yes,CNG,3.5,37807 km,6,Automatic,Front,>5,Left wheel,White,12.0,Duplicate ID
45732123.0,16913.0,697,HYUNDAI,Santa FE,,Jeep,Yes,Diesel,2.2,,4,Automatic,Front,4-May,Left wheel,Silver,4.0,Invalid or Empty value in 'Prod. year'
45253177.0,23521.0,528,NISSAN,Juke Nismo RS,2006,Jeep,Yes,Petrol,1.6 Turbo,356000 km,4,Manual,,4-May,Left wheel,White,8.0,Invalid or Empty value in 'Drive wheels'
45808898.0,25089.0,777,TOYOTA,Camry,2001,Sedan,No,Petrol,2.5,185600 km,4,Tiptronic,,4-May,Left wheel,Silver,10.0,Invalid or Empty value in 'Drive wheels'
45772672.0,784.0,878,,Corolla,2022,Hatchback,Yes,Petrol,1.8,596000 km,4,Automatic,Front,4-May,Left wheel,Grey,12.0,Invalid or Empty value in 'Manufacturer'
45723475.0,19444.0,502,FORD,Fusion,2008,Sedan,No,Petrol,1.5 Turbo,408900 km,4,Automatic,Front,4-May,Left wheel,Black,8.0,Duplicate ID
45550613.0,18503.0,585,HYUNDAI,Elantra,2005,Sedan,,Petrol,1.8,348800 km,4,Tiptronic,Front,4-May,Left wheel,Grey,8.0,Invalid or Empty value in 'Leather interior'
45523390.0,10976.0,639,FORD,Focus,2016,Sedan,No,Petrol,2,507300 km,4,Automatic,Front,,Left wheel,Grey,4.0,Invalid or Empty value in 'Doors'
45768642.0,47042.0,-,JEEP,Wrangler,1983,Jeep,No,Petrol,3.6,0 km,6,Manual,4x4,,Left wheel,Silver,4.0,Invalid or Empty value in 'Doors'
45730375.0,39750.0,730,SSANGYONG,Actyon,1991,Jeep,Yes,Diesel,,0 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Invalid or Empty value in 'Engine volume'
45045826.0,47000.0,394,TOYOTA,Avalon,1985,,Yes,Hybrid,2.5,0 km,4,Tiptronic,Front,4-May,Left wheel,Silver,10.0,Invalid or Empty value in 'Category'
45733708.0,49751.0,1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,43178 km,4,Automatic,Front,4-May,Left wheel,White,4.0,Duplicate ID
